Price,Brand,Processor Base Frequency,Processor Max Frequency,Processor Brand,Processor Model,Generation,Processor Core,Processor Thread,CPU Cache,Chipset Model,Display Size,Display Type,Display Resolution,Touch Screen,Display Features,RAM,RAM Type,Total RAM Slot,Max RAM Capacity,Storage Type,Storage Capacity,Extra M.2 Slot,Graphics Model,Graphics Memory,Keyboard Type,TouchPad,WebCam,Speaker,Microphone,Optical Drive,Card Reader,VGA/D-Sub,HDMI Port,USB 3 Port,USB Type-C / Thunderbolt Port,Headphone & Microphone Port,LAN,WiFi,Bluetooth,Fingerprint Sensor,Security Locker Slot,Security Chip,Operating System,Battery Type,Battery Capacity,Adapter Type,Color,Dimensions,Weight,Warranty Details,Refresh Rate,Bus Speed,Graphics Type,Audio Features,Display Port,Camera Privacy Shutter,Other Features,Supported SSD Type,Mini HDMI Port,USB 2 Port,Processor,Display,Memory,Storage,Graphics,Chipset,Battery,Adapter,Audio,Keyboard,Wi-Fi,USB (s),HDMI,Dimensions (W x D x H),Color(s),Manufacturing Warranty,Removable,HDD RPM,Storage Upgrade,Body Material,Keyboard Features,Backup Time (Approx),Response TIme
91900,Dell,3.2,4.5,Intel,Core i5,11th Gen,4,8,8Mb,NULL,15.6,NULL,FHD (1920 x 1080),No,Anti-glare LED Backlight  Narrow Border WVA Display,8 GB (4x2),DDR4,2,16GB,M.2 PCIe NVMe SSD,512GB,Yes,Intel Iris Xe Graphics,Shared,Backlit Keyboard with Numeric Keypad,Yes,HD 1280 x 720 at 30 fps camera,Yes,Dual-array,N/A,1 x Micro SD card reader,NULL,1 x HDMI 1.4,2 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 2x2 Type-C,1 x Headphone & Microphone Audio Jack,N/A,Intel Wi-Fi 6 2x2 (Gig+),Bluetooth 5.1,Yes,NULL,NULL,Windows 11 Home,4-Cell Battery Integrated,54WHr,NULL,Platinum Silver,"Height (front): 14.6 mm (0.57"")
Height (rear): 17.99 mm (0.71"")
Width: 356.06 mm (14.02"")
Depth: 228.9 mm (9.01"")",1.633 kg (3.6 lb),2 Year Warranty (Battery & Adapter 01 Year),NULL,3200MHz,NULL,Stereo 2 W x 2 W,Yes,NULL,NULL,M.2 PCIe NVMe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Installed SSD can be upgradeable,NULL,NULL,NULL,NULL
88000,Xiaomi,3.1,4.4,Intel,Core i5,11th Gen,4,8,8MB,NULL,14,NULL,2.5K (2560 x 1600),NULL,"TrueLife Display
215 PPI
16:10 Golden Aspect Ratio
100% sRGB Wide Colour Gamut",16GB,DDR4,NULL,NULL,PCIe NVMe SSD,512GB,N/A,Intel Iris Xe Graphics,Shared,3-level backlit keyboard,Multi-touch with support for Windows Precision drivers,720p (HD),2 X 2W Stereo Speakers,In-built,NULL,NULL,NULL,1 x HDMI,1 x Type-A USB 3.2 Gen 1,"1 x Type-C USB (For charging and data transfer)
1 x Thunderbolt 4 (For charging and data transfer)",1 x Combo Audio Jack,N/A,Dual band 802.11ax Wi-Fi 6,Bluetooth 5.1,Built into the power button with support for Windows Hello,NULL,NULL,Windows 11 Home,NULL,NULL,65W Type-C power adapter (compatible across USB Type-C and Thunderbolt 4 ports),Grey,"Thickness: 17.3 mm
Length: 315.6 mm
Width: 220.4 mm",1.4 kg,1 Year,NULL,3200MHz,NULL,Support for DTS audio processing app,NULL,NULL,NULL,NULL,NULL,1 x Type-A USB 2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aerospace grade Series 6 Aluminium,"Scissor Mechanism 
1.3mm deep key travel 
Dedicated Macro key",11-Hour all day battery,NULL
93300,HP,2.4,4.2,Intel,Core i5,11th Gen,4,8,8M,NULL,14,LED,HD (1366 x 768),No,NULL,8GB,DDR4,2,up to 32GB,PCIe NVMe M.2 SSD,512GB,N/A,Intel Iris Xe Graphics,Shared,Spill-resistant,Yes,HD,Dual stereo,dual array,N/A,N/A,NULL,1 x HDMI 1.4b,"3 x Super Speed USB Type-A 5Gbps signaling rate (1 charging, 1 power)","1 x SuperSpeed USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort)",1 x headphone/microphone combo,1 x RJ-45,Intel AX201 Wi-Fi 6 (2x2),Bluetooth 5,N/A,NULL,NULL,Fee DOS,3-cell,45Wh,45 W,Silver,32.19 x 21.39 x 1.99 cm,Starting at 1.38 kg,03 years Limited Warranty (Terms & condition Apply As Per HP),60 Hz,3200MHz,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Installed SSD can be upgradeable,NULL,"full-size,  Standard keyboard",NULL,NULL
92230,Dell,2.0,2.0,AMD,Ryzen 7,5th Gen,8,16,"L1 Cache: 512KB
L2 Cache: 4MB
L3 Cache: 16MB",NULL,15.6,NULL,FHD (1920 x 1080),No,"WVA, Non-Touch, Anti-Glare, 250 nit, Narrow Border, LED-Backlit",8GB,DDR4,2,32GB,M.2 PCIe NVMe SSD,512GB,N/A,AMD Radeon Graphics,Shared,"Non-Backlit Keyboard, English",Yes,720p at 30 fps HD camera,Yes,Yes,N/A,1 x SD card reader,NULL,1 x HDMI 1.4b port,1 USB 3.2 Gen 1 port,1 x USB 3.2 Gen 1 Type-C port,1 x headset (headphone and microphone combo) port,N/A,802.11ac 1x1 WiFi and Bluetooth,Yes,NULL,NULL,NULL,Windows 11 Home,3-Cell Battery (Integrated),41WHr,65 Watt AC Adapter,Silver,"Height (front): 0.67 in. (16.96 mm)
Height (rear): 0.83 in. (21.07 mm)
Width: 14.11 in. (358.50 mm)
Depth: 9.27 in. (235.60 mm)",Weight (minimum): 3.71 lbs (1.68 kg),2 Years Warranty (Battery & Adapter 01 Year),120Hz,3200MHz,NULL,"Stereo speakers with Waves MaxxAudio Pro, 2 W x 2 = 4 W total",Yes,NULL,NULL,M.2 PCIe NVMe,NULL,1 x USB 2.0 port,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Installed SSD can be upgradeable,NULL,NULL,NULL,NULL
97330,Lenovo,2.4,4.2,Intel,Core i5,11th Gen,4,8,8MB,NULL,14,NULL,FHD (1920 x 1080),No,"anti-glare, 250 nits",8GB,DDR4,1,32GB,M.2 2242 PCIe Gen3 TLC SDD,512GB,N/A,Intel Iris Xe Graphics,Shared,NULL,Yes,720p HD,2 x 2W stereo speakers,Yes,N/A,NULL,NULL,1x HDMI 1.4b,USB 3.2 Gen 1 Type-A (always on),USB 4 / Thunderbolt 4,1x Headphone/microphone combo jack,1 x RJ45,WLAN: Intel® Wi-Fi 6 AX201 802.11AX (2 x 2),Bluetooth 5.2,Yes,NULL,No,FreeDOS,3 Cell integrated,45W,65W AC adapter,Black,"17.9mm x 324mm x 220mm / 0.70"" x 12.75"" x 8.66""",3.51 lbs (1.59 kg),03 Year Warranty (Terms & Conditions Apply As Per Lenovo),NULL,3200MHz,NULL,NULL,NULL,Yes,NULL,M.2 2242 PCIe Gen3 TLC,NULL,USB 2.0 Gen 1 Type A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,"Additional SSD Slot, Upgradeable Installed SSD",NULL,"6-row, spill-resistant, multimedia Fn keys",NULL,NULL
90200,Dell,2.6,4.4,Intel,Core i5,11th Gen,4,8,8MB,NULL,14,NULL,HD (1366 x 768),No,"AG , 220nits Display",16GB (2x8GB),DDR4,NULL,NULL,M.2 PCIe NVMe SSD,512GB,No,Intel Iris Xe Graphics,Shared,NULL,Yes,Integrated Widescreen HD 720P Webcam,Yes,Yes,N/A,1 microSD-card slot,NULL,1 HDMI 2.0 port,"USB 3.2 Gen 1 port
USB 3.2 Gen 1 with PowerShare",USB 3.2 Gen 2×2 Type-C port with DisplayPort Alt Mode and Power Delivery,1 Universal audio port,1 RJ-45 Ethernet port,Intel Dual Band Wi-Fi 6 AX201 2x2 802.11ax 160MHz,Bluetooth 5.2,No,NULL,NULL,Free DOS,3 Cell ExpressCharge Capable Battery,42Whr,NULL,Black,"Height: 0.69"" (17.6 mm)
Width: 12.83"" (326 mm)
Depth: 8.9"" (226 mm)",3.36lb (1.52kg),3 Years Warranty (Battery & Adapter 1 year),NULL,3200MHz,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USB 2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92770,ASUS,up ,up ,Intel,Core i5,12th Gen,"12 (Performance-cores-4, Efficient-cores-8)",16,12MB,NULL,15.6,FHD,FHD (1920 x 1080),No,"WV Display, Brightness: 250nits, Color gamut: 45% NTSC color gamut",8GB,DDR4,2,NULL,PCIe NVMe M.2 SSD,512GB,N/A,Intel Iris X Graphics Is Only Available In Models With Intel Core I5/I7/I9 Processors And Dual-Channel Memory,Shared,Backlit Chiclet Keyboard,Yes,720p HD camera,Yes,Yes,N/A,N/A,NULL,1x HDMI 1.4,2x USB 3.2 Gen 1 Type-A,1x USB 3.2 Gen 1 Type-C,1x 3.5mm Combo Audio Jack,N/A,Wi-Fi 6(802.11ax) (Dual Band) 2*2,Bluetooth 5,Fingerprint sensor intergrated with Touchpad,NULL,Firmware TPM,Windows 11 Home,3-cell Li-ion,"42WHrs, 3S1P","ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal","Quiet Blue (BQ201W-X1502ZA)
Icelight Silver (BQ331W-X1502ZA)",359.7 x 199 x 232.5mm,1.70 kg,02 years International Limited Warranty (Battery 1 year),60Hz,NULL,NULL,SonicMaster,NULL,Yes,NULL,NULL,NULL,1x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92770,Acer,2.1,4.0,AMD,Ryzen 5,5th Gen,6,12,"L2 Cache: 3MB
L3 Cache: 8MB",NULL,15.6,IPS,Full HD (1920 x 1080),No,Acer ComfyView LED-backlit TFT LCD,8GB (4GBx2),DDR4,2,Upto 32 GB,"PCIe Gen3, 8 Gb/s, NVMe SSD",512 GB,N/A,NVIDIA GeForce GTX 1650,4GB,Backlit Keyboard,"Media control keys (printed on keyboard): play/pause, stop, previous, next, volume up, volume down","Yes (HD camera with 1280 x 720 resolution, 720p HD audio/video recording)",Stereo,Yes,N/A,N/A,NULL,1x HDMI,"1 X USB 3.2 Gen 1 ports
1 X USB 2.0 port",1 X USB Type-C port,Yes,Gigabit Ethernet,IEEE 802.11 a/b/g/n+ac+ax,Bluetooth 5.1,N/A,NULL,NULL,Windows 11 Home,3-cell Li-ion,48 Wh,3-pin 135 W AC adapter,Charcoal Black,"Height: 2.29 cm
Width: 36.3 cm
Depth: 25.4 cm",2.15 Kg,2 Years Warranty (Battery & Adapter 1 Year),60hz,NULL,GDDR6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,"103-/104-/107-key FineTip with independent standard numeric keypad, international language support and power button",NULL,NULL
91850,Dell,2.4,4.2,Intel,Core i5,11th Gen,4,8,8MB,NULL,14,LED,Full HD (1920x1080),NULL,Anti-glare LED Backlight Non-touch Narrow Border WVA Display,8GB,DDr4,NULL,NULL,NVMe PCIe,256GB,NULL,Intel Iris Xe Graphics,Shared,Backlit Keyboard,NULL,HD Webcam,Yes,Yes,NULL,Yes,NULL,1x HDMI 1.4,2x USB 3.2 Gen 1 Type-A,1x USB 3.2 Gen 1 Type-C (Data only),3.5 mm Headset Jack,Yes,802.11ac 1x1 WiFi,Bluetooth 5.0,NULL,NULL,TPM 2.0,Free Dos,3 Cell,42 WHr,45W AC adapter,NULL,Black,1.59 kg (3.49 lb),3 Year,NULL,3200MHz,NULL,2 W Dual stereo speakers,NULL,NULL,NULL,NULL,NULL,1x USB 2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Installed SSD can be upgradeable,NULL,NULL,NULL,NULL
93530,Dell,2.4,4.2,Intel,Core i5,11th Gen,4,8,8 MB,NULL,15.6,NULL,FHD (1920 x 1080),No,Anti-glare LED Backlight Non-Touch Narrow Border WVA Display,8GB,DDR4,2,32GB,M.2 PCIe NVMe SSD,512GB,N/A,NVIDIA GeForce MX350,2GB,English International Non-Backlit Keyboard with Numeric Keypad,Yes,720p at 30 fps HD camera,2 W x 2  Stereo,single-integrated microphone,N/A,1 x SD Card Reader,NULL,1 x HDMI 1.4,2 x USB 3.2,NULL,1 x Audio jack,N/A,802.11ac 1x1 WiFi,Yes,Yes,NULL,NULL,Windows 11,3-Cell Battery Integrated,41WHr,NULL,Platinum Silver,Height (front): 17.50 mm x Height (rear): 18.99 mm x Width: 358.50 mm x Depth: 235.56,1.85 kg,02 Years Warranty (Battery and Adapter 2 Years),NULL,3200MHz,GDDR5,NULL,NULL,NULL,NULL,M.2 PCIe NVMe,NULL,1 x USB 2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,"Additional HDD Can be added, and SSD can be replaced",NULL,NULL,NULL,NULL
93850,Lenovo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"HD Webcam wit Privacy shutter; Finger Print Reader, FW TPM 2.0, Camera Privacy Shutter",NULL,NULL,N/A,"4-in-1 Card Reader (SD, SDHC, SDXC, MMC)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bluetooth 5.0,NULL,NULL,NULL,WIN11 Home,NULL,NULL,NULL,NULL,NULL,1.5 KG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AMD Ryzen 5 5500U (8M Cache, 2.1GHz up to 4.0GHz, 6 cores)","14″ FHD (1920×1080) TOUCH Screen IPS 250nits Glossy, TOUCH Display,360 Degree Display Rotation",8GB DDR4 RAM,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,Integrated AMD Radeon Graphics,NULL,Integrated 52.5Wh,NULL,High Definition (HD) Audio,Backlit Keyboard,"802.11ac, 2×2 Wireless LAN","2 USB 3.1 Type-A Gen 1 (one Always on),One USB Type-C (with the function of Power Delivery 3.0 only)",1x HDMI,321.5mm x 217.5mm x 17.9-20.8mm / 12.65″ x 8.56″ x 0.7-0.82″,Graphite Grey,3 years International Limited Warranty (Terms & condition Apply As Per Lenovo),NULL,NULL,NULL,NULL,NULL,NULL,NULL
92810,Dell,2.4,4.2,Intel,Core i5,11th,4,8,8MB,NULL,15.6,FHD,1920x1080,NULL,"Non-Touch, AG, WVA, LED-Backlit",8GB,DDR4,2,32GB,NVMe PCIe,512GB SSD,NULL,Nvidia MX350,2GB,NULL,Yes,HD Webcam,Yes,Yes,NULL,Yes,NULL,1,1 x USB 3.2 Gen 1 Type A,1 x USB 3.2 Gen 1 Type-C,Yes,Yes,802.11ac 1x1,Bluetooth 5.0,Yes,NULL,NULL,Free-Dos,3 Cell,41 Wh,65 Watt,Grey,358.50 x 235.56 x 18.9mm,1.69kg,03 Year Warranty (Battery and Adapter 1 Year),60 Hz,3200 MHz,Dedicated,"Stereo speakers, 2 W x 2 = 4 W",NULL,NULL,NULL,NULL,NULL,1 x USB 2.0 port,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,"Additional HDD Can be added, SSD can be replaced",NULL,NULL,NULL,NULL
92524,HP,up ,up ,Intel,Core i5,11th Gen,4,8,8MB,NULL,15.6,LED,FHD (1920 x 1080),No,"Diagonal anti-glare, narrow bezel",8GB,DDR4,2,32GB,PCIe NVMe M.2 SSD,512GB,N/A,Intel Iris Xe Graphics,Shared,Spill-resistant,Yes,HD,(2) Integrated stereo,Integrated dual-array microphone,N/A,1 MicroSD Card reader,NULL,1 HDMI 1.4b (cable sold separately),"3 USB 3.1 Gen 1 Type-A ports (1 Charging, 1 Powered port)","1 USB 3.1 Gen 2 Type-C port (Power delivery, DisplayPort 1.4)",1 x headphone/microphone combo,Ethernet RJ-45,Intel AX201 Wi-Fi 6 (2x2),Bluetooth 5 Combo,Yes,NULL,NULL,Windows 11,3-cell,45 Wh,45 W Smart AC,Silver,35.94 x 23.67 x 1.98 cm,1.74 kg,03 year Limited Warranty (Terms & condition Apply As Per HP).,NULL,3200MHz,NULL,2 W/4 ohm per speaker,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Installed SSD can be upgradeable,NULL,NULL,NULL,NULL
94400,HP,2.4,4.2,Intel,Core i5,11th Gen,4,8,8M,NULL,14,LED,FHD (1920 x 1080),No,"Narrow bezel, anti-glare, 250 nits, 45% NTSC",8GB,DDR4,2,up to 32GB,PCIe NVMe M.2 SSD,512GB,N/A,Intel Iris Xe Graphics,Shared,Spill-resistant,Yes,HD,Dual stereo,dual array,N/A,N/A,NULL,1 x HDMI 1.4b,"3 x Super Speed USB Type-A 5Gbps signaling rate (1 charging, 1 power)","1 x SuperSpeed USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort)",1 x headphone/microphone combo,1 x RJ-45,Intel AX201 Wi-Fi 6 (2x2),Bluetooth 5,N/A,NULL,NULL,Windows 10 Home,3-cell,45Wh,45 W,Silver,32.19 x 21.39 x 1.99 cm,Starting at 1.38 kg,03 years Limited Warranty (Terms & condition Apply As Per HP),NULL,3200MHz,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Installed SSD can be upgradeable,NULL,"full-size,  Standard keyboard",NULL,NULL
94940,ASUS,up ,up ,Intel,Core i5,12th Gen,"12 (Performance-cores-4, Efficient-cores-8)",16,12MB,NULL,14,IPS,FHD (1920 x 1080),No,"16:9 aspect ratio, IPS-level Panel, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display, Non-touch screen, (Screen-to-body ratio)82%",8GB,DDR4,2,16GB,PCIe NVMe M.2 SSD,512GB,N/A,Intel Iris X Graphics Is Only Available In Models With Intel Core I5/I7/I9 Processors And Dual-Channel Memory,Shared,Backlit keyboard,Yes,720p HD camera,Built-in speaker,Built-in array microphone,N/A,N/A,NULL,1x HDMI 1.4,2x USB 3.2 Gen 1 Type-A,1x USB 3.2 Gen 1 Type-C,1x 3.5mm Combo Audio Jack,N/A,Realtek Wi-Fi 6 (1x2),Bluetooth 5.2,Yes,NULL,Firmware TPM,Windows 11 Home,3-cell,"42WHrs, 3S1P","ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal","Quiet Blue (EB074W-X1402ZA)
Terra Cotta (EB115W-X1402ZA)",32.49 x 21.39 x 1.99 ~ 1.99 cm,1.50 kg,02 years International Limited Warranty (Battery 1 year),60Hz,NULL,NULL,"SonicMaster
with Cortana and Alexa voice-recognition support",NULL,Yes,NULL,NULL,NULL,1x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL
97430,Asus,3.0,4.0,AMD,Ryzen 5,4th Gen,6,12,"L2 Cache: 3MB
L3 Cache: 8MB",NULL,15.6,LED,FHD (1920 x 1080),No,"Brightness: 250nits, Contrast: 1:1000, NTSC %: 45%, SRGB %: 62.5%, Adobe %: 47.34%",8GB,DDR4,2,up to 32GB,M.2 NVMe PCIe 3.0 SSD,512GB,Yes,Nvidia GTX 1650,4GB,Backlit Chiclet Keyboard 1-Zone RGB,Yes,HD,Yes,Yes,N/A,N/A,NULL,1x HDMI 2.0b,3 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C,1 x 3.5 mm combo audio jack,Yes,Wi-Fi 6(802.11ax),Bluetooth 5.2,N/A,NULL,Firmware TPM,Win-11 Home,3-cell Li-ion,"48WHrs, 3S1P",150W AC Adapter,Graphite Black,35.9 x 25.6 x 2.28 ~ 2.43 cm,"2.30 Kg
5.07 Lb",02 years International Limited Warranty (Battery 1 year),144Hz,3200MHz,GDDR5,DTS:X Ultra technology,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Additional SSD Can be added,NULL,RGB,NULL,NULL
98520,HP,2.4,4.2,Intel,Core i5,12th Gen,10 (Performance-cores- 2 Efficient-cores- 8),12,12MB,NULL,14,LED,FHD (1920 x 1080),NULL,"Micro-edge
Anti-glare
250 nits
45% NTSC Display",8GB,DDR4,2,NULL,PCIe NVMe M.2 SSD,512GB,N/A,Intel Iris Xe Graphics,Shared,Spill-resistant,Yes,HP True Vision 720p HD,Dual stereo,dual array,N/A,N/A,NULL,1 x HDMI 1.4b,2x SuperSpeed USB 3.2 Gen 1×1 Type-A 5Gbps signaling rate,1x SuperSpeed USB Type-C 5Gbps signaling rate,1 x headphone/microphone combo,1 x RJ-45,Realtek Wi-Fi 6 (1×2),Bluetooth 5.2,N/A,NULL,NULL,Windows 11 Home,3-cell,41Wh Li-ion,45 W,Silver,36.02 x 23.4 x 1.79 cm,1.38 kg,03 years Limited Warranty (Terms & condition Apply As Per HP),60 Hz,3200MHz,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Installed SSD can be upgradeable,NULL,"full-size,  Standard keyboard",NULL,NULL
98520,HP,up ,up ,Intel,Core i5,12th Gen,10 (Performance-cores- 2 Efficient-cores- 8),12,12MB,NULL,15.6,LED,FHD  (1920 x 1080),No,"Anti-glare, narrow bezel, Brightness: 400 nits, 72% NTSC",8GB,DDR4,2,32GB,PCIe NVMe M.2 TLC SSD,512GB,NULL,Intel Iris Xe Graphics,Integrated,HP Premium Keyboard,NULL,720p HD,2x stereo speakers,Dual-array microphone,N/A,NULL,NULL,1x HDMI 1.4b,3 x USB Type-A,1 x USB Type-C,1 x headphone/microphone combo,Yes,Realtek RTL8852AE Wi-Fi 6 (2x2),Bluetooth 5.2,Yes,NULL,Firmware TPM 2.0,Windows 11 Home,"HP Long Life 3-cell, Li-ion Polymer",51 Wh,45 W USB-C Power Adapter,Silver,359.4 x 233.9 x 19.9mm,Starting at 1.74 kg (3.84 lb),3 years Warranty (Battery & Adapter 1 Year),NULL,3200 Mhz,Shared,2 W/4 ohm per speaker,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL
98740,Asus,2.5,4.5,Intel,Core i5,10th Gen,4,8,8MB,NULL,15.6,IPS,Full HD (1920x1080),No,"15.6-inch,FHD (1920 x 1080) 16:9,anti-glare display,sRGB:62.5%,Adobe:47.1%, Value IPS-level",8GB,DDR4,2,Up to 32GB,PCIE G3 SSD,512GB,N/A,NVIDIA GeForce GTX 1650,4GB,Illuminated Keyboard,Yes,HD,Yes,Yes,N/A,N/A,NULL,1 x HDMI,2 x USB 3.2 Gen1,USB 3.2 Type-C Gen2,Headphone/Microphone Combo Jack,1 x Ethernet LAN (RJ-45),Wi-Fi 6 AX201 Wifi,Bluetooth 5.1,N/A,NULL,Firmware TPM,Windows 11,3-Cell,48WHr,150W Power,Black,14.00 x 10.00 x 1.00 inches,5.00 lbs,02 years International Limited Warranty (Battery 1 year),144hz,3200mhz,GDDR6,NULL,NULL,NULL,NULL,NULL,NULL,1 x USB 2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Plastic,RGB,NULL,NULL
95500,HP,NULL,NULL,AMD,Ryzen 5,5th Gen,6,12,"L1 Cache: 384KB
L2 Cache: 3MB
L3 Cache: 16MB",AMD Integrated SoC,15.6,IPS,FHD (1920x1080),No,"diagonal, narrow bezel, anti-glare, 250 nits, 45% NTSC",8GB,DDR4,2,Up to 32,PCIe NVMe SSD,512GB,N/A,AMD Radeon Graphics,Shared,Premium spill-resistant keyboard,Yes,HP True Vision 720p HD camera with integrated dual array digital microphones,Dual stereo,dual array,N/A,1x multi-format SD media,NULL,1x HDMI 2.0b,3x SuperSpeed USB Type-A 5Gbps signaling rate;,"1x USB4 Type-C 40Gbps signaling rate (USB Power Delivery, DisplayPort 1.4)",1x headphone/microphone combo,N/A,Realtek RTL8852BE 802.11ax (2x2) Wi-Fi,Bluetooth 5.2,Integrated,NULL,NULL,Windows 11 Home,3 Cell,45 Wh,45-watt Smart AC,Silver,14.14 x 9.2 x 0.78 in,Starting at 3.83 lb,"03 years Limited Warranty (Terms & Conditions Apply As Per HP, Battery Adapter 1 year).",NULL,3200Mhz,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DuraKeys,NULL,NULL
99820,HP,up ,up ,Intel,Core i5,12th Gen,"12 (Performance-cores-4, Efficient-cores-8)",16,12 MB,Intel Integrated SoC,15.6,IPS,FHD (1920 x 1080),NULL,"Micro-edge
Anti-glare
 250 nits 
45% NTSC",8 GB,DDR4,NULL,NULL,PCIe NVMe M.2 SSD,512 GB,N/A,Intel Iris Xe Graphics,Shared,Standard Keyboard,Yes,HP True Vision 720p HD,Dual speakers,Integrated dual array digital microphones,N/A,NULL,NULL,1 x HDMI 1.4b,2x SuperSpeed USB 3.2 Gen 1×1 Type-A 5Gbps signaling rate,1x SuperSpeed USB Type-C 5Gbps signaling rate,1x headphone/microphone combo,N/A,Realtek Wi-Fi 6 (1×2),Bluetooth 5.2,N/A,NULL,NULL,Windows 11 Home,3-cell Li-ion Battery,41 Wh,45 W Smart AC power adapter,Fog Blue,35.85 x 24.2 x 1.79 cm,Starting at 1.7 kg,03 years International Limited Warranty (Terms & Conditions Apply As Per HP).,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Installed SSD can be upgradeable,NULL,Spill-resistant,NULL,NULL
